등록번호,서명,저자,발행자,청구기호,ISBN
BN0000014004,역사 한 그릇 뚝딱 : 쌀이 만든 우리 역사와 문화 ,남상욱 글 ; 민들레 그림,상상의집,아 082-지식마상-v.19,9791155682661 
BN0000014003,최고의 서재를 찾아라 ,김주현 글 ; 지혜라 그림,창비,아 029-김주현최,9788936446949 
BN0000013997,"살바도르, 기후위기에 대한 도전 ",살바도르 고메즈 콜론 지음 ; 권가비 옮김,다른,아 990.8-빛을든다-v.3,9791156335214 
BN0000013996,"프레시타, 난민을 위한 노래 : 소수민족의 희망이 된 소녀 이야기 ",프레시타 토리 잔 지음 ; 권가비 옮김,다른,아 990.8-빛을든다-v.2,9791156335207 
BN0000013995,"아다마, 테러를 향한 외침 : 무슬림 차별에 맞선 소녀 이야기 ",아마다 바 지음 ; 권가비 옮김,다른,아 990.8-빛을든다-v.1,9791156335191 
BN0000013965,뭔말 역사 용어 150 ,이다지 글 ; 김용길 그림,메가스터디Books,아 900-이다지뭔,9791129710604 
BN0000013961,에드워드 호퍼 : 자신만의 세상을 그리다 ,로버트 버레이 글 ; 웬델 마이너 그림 ; 이경혜 옮김,문학과지성사,아 843-버레이에,9788932037998 
BN0000013946,세계 친구들을 만나는 세계 지도 이불 ,정은주 글 ; 이은지 그림,키다리,아 082-똑똑한키-v.5,9791157851768 
BN0000013941,여자는 곤충을 좋아하면 안 되나요? ,크리스틴 에반스 글 ; 야스민 이마무라 그림 ; 엄혜숙 옮김,키다리,아 082-똑똑한키-v.23,9791157854028 
BN0000013939,고구려 하늘에 쏘아 올린 화살 ,문미영 글 ; 김언희 그림,푸른숲주니어,아 813.8-문미영고,9791156752493 
BN0000013938,"(똑똑) 열려라, 한국사 : 개항에서-독립 투쟁까지 . 6 , 근대 열쇠(key)를 찾아라! ",고성윤 글 ; 조승연 그림,상상의집:,아 911-고성윤열-v.6,9791155685174 
BN0000013930,고대 로마 ,제임스 데이비스 글·그림 ; 김완균 옮김,책세상어린이,아 909-데이비똑-v.3,9791159318191 
BN0000013929,고대 그리스 ,제임스 데이비스 글·그림 ; 김완균 옮김,책세상어린이,아 909-데이비똑-v.2,9791159318184 
BN0000013905,(세계를 향해 문을 연) 동아시아 ,박혜정 글 ; 김정진 그림,휴먼어린이,아 909-박혜정나-v.16,9788965915386 
BN0000013893,제인 구달 : 동물 보호에 앞장서다 ,수잔 카츠 글 ; 린제이 데일 스콧 그림 ; 양진희 옮김,함께자람:,아 990.8-꿈을이함-v.2,9788909550888 
BN0000013892,루스 베이더 긴즈버그 ,수잔 카츠 글 ; 마이커 플레이어 그림 ; 양진희 옮김,함께자람:,아 990.8-꿈을이함-v.1,9788909550871 
BN0000013880,그레이스 호퍼 : 컴퓨터 코딩의 여왕 ,로리 월마크 지음 ; 케이티 우 그림 ; 김종원 옮김,두레아이들,아 998.5-월마크그,9788991550896 
BN0000013879,헤디 라마 : 와이파이 기술을 발명한 영화배우 ,로리 월마크 글 ; 케이티 우 그림 ; 김종원 옮김,두레아이들,아 998.6-월마크헤,9788991550490 
BN0000013877,물리학의 여왕 우젠슝 : 원자의 비밀을 풀다 ,테레사 로버슨 글 ; 레베카 황 그림 ; 강미경 옮김,두레아이들,아 998.42-로버슨물,9791191007282 
BN0000013876,(말라리아를 퇴치한) 투유유 이야기 ,수 루 글 ; 알리체 코피니 그림 ; 신여명 옮김,두레아이들,"아 998.4-루,투",9788991550957 
BN0000013875,고려대장경판 : 역사와 과학이 담긴 목판 ,최연식 글 ; 여미경 그림,열린어린이,아 911-그림책열-v.9,9791156760795 
BN0000013874,제주 : 불과 물이 빚은 화산섬 ,우경식 글 ; 홍기한 그림,열린어린이,아 911-그림책열-v.8,9791156760757 
BN0000013718,(Why? people) 넬슨 만델라 = Nelson Mandela ,서찬석 글 ; 임해봉 그림,예림당,아 990.8-인물탐예-v.28,9788930233453 
BN0000013715,(Why?) 세계사 : 혁명 시대와 민주주의 발전 ,그림나무 글 ; 김홍선 그림,예림당,아 909-세계사예-v.9,9788930238595 
BN0000013714,(Why?) 세계사 : 서양 근대 사회의 시작 ,크레파스 글·그림,예림당,아 909-세계사예-v.8,9788930238588 
BN0000013713,(Why?) 세계사 : 동아시아 전통 사회의 발전 ,그림나무 글·그림,예림당,아 909-세계사예-v.7,9788930238571 
BN0000013712,(Why?) 세계사 : 이슬람 세계의 형성과 발전 ,김영훈 글 ; 송회석 그림,예림당,아 909-세계사예-v.6,9788930238564 
BN0000013711,(Why?) 세계사 : 유럽의 성립과 발전 ,그림나무 글·그림,예림당,아 909-세계사예-v.5,9788930238557 
BN0000013710,(Why?) 세계사 : 동아시아 문명의 발전 ,전유밀 글 ; 김재선 그림,예림당,아 909-세계사예-v.4,9788930238540 
BN0000013705,(Why?) 세계사 : 스페인 ,박현비 글 ; 윤현우 그림,예림당,아 909-세계사예-v.24,9788930238748 
BN0000013696,(Why?) 세계사 : 이탈리아 ,김승렬 글 ; 이태훈 그림,예림당,아 909-세계사예-v.16,9788930238663 
BN0000013692,(Why?) 세계사 : 현대사회의 변화 ,신승희 글 ; 이영호 그림,예림당,아 909-세계사예-v.12,9788930238625 
BN0000013690,(Why?) 세계사 : 무력 시대와 제국주의 팽창 ,신경애 글 ; 두리안 그림,예림당,아 909-세계사예-v.10,9788930200899 
BN0000013628,(Who?) 마일스 데이비스 = Miles Davis ,오영석 글 ; 이종원 그림,다산어린이:,아 990.8-아티스다-v.27,9791130635156 
BN0000013623,(Who?) 한스 크리스티안 안데르센 = Hans Christian Andersen ,권용찬 글 ; 비타컴 그림,다산어린이:,아 990.8-아티스다-v.19,9791130635019 
BN0000013537,(Who? 세계인물) 체 게바라 = Che Guevara ,박연아 글 ; 스튜디오 청비 그림,다산어린이:,아 990.8-세계인다-v.11,9791156394860 
BN0000013514,선을 넘는 세계사 ,오승현 글 ; 편히 그림,다림,아 082-아이니다-v.35,9788961773348 
BN0000013511,세계 역사를 바꾼 도둑들 ,정헌경 글 ; 임익종 그림,다림,아 082-아이니다-v.23,9788961771566 
BN0000013328,"안녕, 돌멩이야 ",주세페 칼리체티 글 ; 노에미 볼라 그림 ; 김지우 옮김,단추,아 883-칼리체안,9791189723224 
BN0000013324,"아저씨, 왜 집에서 안 자요? ","키르스텐 보이에 , 유타 바우어 [공]지음 ; 조연주 옮김",니케주니어:,아 342.1-보이에아,9788994361871 
BN0000013319,씨앗 두 알 : 윤동재 동시집 ,윤동재 지음 ; 해미 그림,창비,아 811.8-윤동재씨,9788936448363 
BN0000013314,시내는 강으로 강은 바다로 ,스콧 오델 지음 ; 노윤승 옮김,숲속나라,"아 843-오델,시",9788990422040 
BN0000013265,변두리의 마음 : 삼척 생활 에세이 ,서현숙 지음,사계절,818-서현숙변,9791169811439 
BN0000013264,베를 짜다 삶을 엮다 ,케이티 호우스 글 ; 디나라 미르탈리포바 그림 ; 남은주 옮김,북뱅크,유 843-호우스베,9788966351800 
BN0000013260,박하잎 흩어지다 : 권영희 세계 여행 동화 ,권영희 지음,학이사어린이,아 813.8-권영희박,9791158542887 
BN0000013258,바다의 기도 ,할레드 호세이니 글 ; 댄 윌리엄스 그림 ; 명혜권 옮김,스푼북,아 843-호세이바,9791165810917 
BN0000013250,멸망한 세계에서 우리가 나비를 쫓는 이유 ,조나단 케이스 글·그림 ; 조은영 옮김,원더박스,아 843-케이스멸,9791192953199 
BN0000013246,망치를 이해하는 방식 : 염창권 동시집 ,염창권 글 ; 박영수 그림,상상아,아 811.8-염창권망,9791193093313 
BN0000013233,리디 워든 ,캐서린 패터슨 지음 ; 안의정 옮김,지식나이테,843.6-패터슨리,9788993722208 
BN0000013225,둘이서 사랑해 ,위르크 슈비거 글 ; 볼프 에를브루흐 그림 ; 김경연 옮김,다산기획,아 808.9-뒹굴며다-v.36,9788979380767 
BN0000013223,두 갈래 길 ,라울 니에토 구리디 글·그림 ; 지연리 옮김,살림,유 873-구리디두,9788952240446 
BN0000013220,도전! 명랑 초등 창업반 ,이은주 지음 ; 강은옥 그림,이레미디어,아 325.21-이은주도,9791191328721 
BN0000013215,대단한 단추들 ,이정록 글 ; 김화 그림,한겨레아이들,아 813.8-이정록대,9788984319325 
BN0000013214,담장을 허물다 : 공광규 시 ,공광규 지음 ; 김슬기 그림,바우솔:,아 811.8-공광규담,9788983890597 
BN0000013212,달의 왕과 사라진 장난감 ,베랑제르 쿠르뉘 글 ; 도나티앵 마리 그림 ; 김주경 옮김,주니어김영사,아 863-쿠르뉘달,9788934991779 
BN0000013193,나의 작고 작은 ,제르마노 쥘로 글 ; 알베르틴 그림 ; 정혜경 옮김,문학동네,"863-쥘로,나",9788954646239 
BN0000013180,꽈배기월드 : 정연철 시 ,정연철 지음 ; 윤지회 그림,문학동네,아 811.8-정연철꽈,9788954656818 
BN0000013175,기찻길 옆 동네 ,김남중 지음 ; 류충렬 그림,창비,813.7-김남중기,9788936433604 
BN0000013174,기억나니? ,조란 드르벤카르 글 ; 유타 바우어 그림 ; 김경연 옮김,미디어창비,유 853-드르벤기,9791186621721 
BN0000013167,그나저나 네 동생은 어딨니? ,퍽 코퍼 글·그림 ; 노은정 옮김,꿈꾸는달팽이:,"유 859.3-코퍼,그",9788939571716 
BN0000013166,그 많던 감들은 다 어디로 갔을까 : 박예자 동시집 ,박예자 지음 ; 윤은경 그림,리잼,아 811.8-박예자그,9791187643760 
BN0000013161,굴뚝 밑 아이들 ,창신강 지음 ; 마위 그림 ; 백은영 옮김,구름서재:,823.7-창신강굴,9791189213350 
BN0000013157,고양이라서 행복해 : 내가 나 자신의 대장이야 ,미리암 프레슬러 지음 ; 로트라우트 수잔네 베르너 그림 ; 고영아 옮김,책담:,853-프레슬고,9791170285816 
BN0000013151,걸어요 : 문도연 그림책 ,문도연 [지음],이야기꽃,아 813.8-문도연걸,9791192102061 
BN0000013147,같이 쓰레기 주울래? ,신은영 글 ; 박선미 그림,주니어단디,아 813.8-신은영같,9791189366315 
BN0000013144,가드를 올리고 : 고정순 그림책 ,고정순 글·그림,만만한책방,아 813.8-고정순가,9791196012663 
BN0000013137,여름 방학은 굉장해! ,서보현 글 ; 김유대 그림,밝은미래,아 813.8-서보현희-v.2,9788965465140 
BN0000013064,써드 : 최영희 장편동화 . 2 ,최영희 지음 ; P.J. Kim 그림,허블,아 813.8-최영희써-v.2,9791190090872 
BN0000013060,꽃길도 걷고 꼬부랑길도 걷고 : 길 따라 읽는 동시랑 동화랑 ,이성자 글 ; 양상용 그림,해솔,아 813.8-이성자꽃,9791190898201 
BN0000013031,레프론 씨의 수프 ,조반나 조볼리 글 ; 마리아키아라 디 조르조 그림 ; 김지우 옮김,놀궁리,유 883-조볼리레,9791191900095 
BN0000013030,난민 소녀 주주 ,치으뎀 세제르 글 ; 오승민 그림 ; 이난아 옮김,한울림어린이,아 839.4-세제르난,9791163930921 
BN0000013029,소금 행진과 간디 : 1930년 인도 비폭력 저항운동 ,안느 르와에 글 ; 클로에 플라제 그림 ; 김영신 옮김,한울림어린이,아 863-르와에소,9791163930884 
BN0000013027,길에 사는 피터 아저씨 ,매기 허칭스 글 ; 에비 배로 그림 ; 허은실 옮김,한울림어린이,유 843-허칭스길,9791163930792 
BN0000013022,오늘은 오늘의 플리에부터 ,김윤이 지음,한울림어린이,유 808.9-꼬마별한-v.11,9791163930808 
BN0000013021,멋진 깃털을 갖고 싶어! ,김황 글 ; 안효림 그림,한울림어린이,유 808.9-꼬마별한-v.8,9791163930952 
BN0000013019,눈 내리는 날 방 안에서 : 아침냥 이야기 ,안 에르보 지음 ; 이경혜 옮김,한울림어린이,유 863-에르보눈,9791163931331 
BN0000013012,왜 그런거야! ,마츠다 아오코 글 ; 히로세 베니 그림 ; 김버들 옮김,한림,아 833.8-마츠다왜,9788970942667 
BN0000012989,"핀치 오브 매직 . 3 , 펜들윅의 마녀들 ",미셀 해리슨 글 ; 김래경 옮김,위니더북,843.6-해리슨핀-v.3,9791190618335 
BN0000012988,"핀치 오브 매직 . 2 , 마녀의 돌 ",미셀 해리슨 글 ; 김래경 옮김,위니더북,843.6-해리슨핀-v.2,9791190618328 
BN0000012986,딸깍! 불빛을 비추면 ,리지 보이드 글·그림 ; [키즈엠 편집부 편역],키즈엠,유 843-보이드딸,9788967492298 
BN0000012985,섬 ,주앙 고메스 드 아브레우 글 ; 야라 코누 그림 ; 임은숙 옮김,키즈엠,유 879-아브레섬,9788967491437 
BN0000012981,제인 에어 ,샬롯 브론테 원작 ; 김숙희 엮음 ; 하의정 그림,지경사,아 808.3-프리미지-v.28,9788931933871 
BN0000012976,마지막 수업 : '마지막 수업' 외 13편 수록 ,알퐁스 도데 원작 ; 전성희 엮음 ; 박현자 그림,지경사,아 808.3-프리미지-v.2,9788931933604 
BN0000012963,날고 싶지 않은 독수리 ,제임스 애그레이 지음 ; 볼프 에를부르흐 그림 ; 김경연 옮김,풀빛,유 808.9-그림아풀-v.19,9788974749125 
BN0000012947,살고 싶은 우리 집 : 정세훈 동시집 ,정세훈 지음,푸른사상,아 811.8-동시선푸-v.60,9791130817798 
BN0000012913,전염병을 막아라! 시간 여행 ,김경민 글 ; 박선하 그림,씨드북,아 513.97-김경민전,9791160513851 
BN0000012912,그렇게 나무가 자란다 ,김흥식 글 ; 고정순 그림,씨드북,아 332-김흥식그,9791160512984 
BN0000012904,뽀루뚜아 ,이덕화 글·그림,트리앤북,유 813.8-이덕화뽀,9791196458560 
BN0000012900,씨앗 100개가 어디로 갔을까 ,이자벨 미뇨스 마르틴스 글 ; 야라 코누 그림 ; 홍연미 옮김,토토북,유 879-마르틴씨,9788964963746 
BN0000012896,돼지의 복수 ,토스카 멘턴 글 ; 엘리 헤이스 그림 ; 최진영 옮김,토토북,아 808.9-토토는토-v.6,9788964964613 
BN0000012895,늦가을 무민 골짜기 ,토베 얀손 글·그림 ; 최정근 옮김,작가정신,"839.64-얀손,작-v.8",9791160266559 
BN0000012894,무민파파와 바다 : 토베 얀손 무민 연작소설 ,"토베 얀손 글·그림 ; 허서윤 , 최정근 [공]옮김",작가정신,"839.64-얀손,작-v.7",9791160266542 
BN0000012893,보이지 않는 아이 : 아홉 가지 무민 골짜기 이야기 : 토베 얀손 무민 연작소설 ,토베 얀손 글·그림 ; 이유진 옮김,작가정신,"839.64-얀손,작-v.6",9791160266535 
BN0000012892,무민의 겨울 : 토베 얀손 무민 연작소설 ,토베 얀손 글·그림 ; 따루 살미넨 옮김,작가정신,"839.64-얀손,작-v.5",9791160268478 
BN0000012891,무민의 겨울 : 토베 얀손 무민 연작소설 ,토베 얀손 글·그림 ; 따루 살미넨 옮김,작가정신,"839.64-얀손,작-v.5",9791160266528 
BN0000012889,무민파파의 회고록 : 토베 얀손 무민 연작소설 ,토베 얀손 글·그림 ; 따루 살미넨 옮김,작가정신,"839.64-얀손,작-v.3",9791160266504 
BN0000012864,넌 자유롭니? ,"이오인 콜퍼 , 데이비드 알몬드 외 지음 ; 김민석 옮김",탐:,"848-콜퍼,넌",9788964960455 
BN0000012847,다람쥐 가방 : 나세 그림책 ,나세 [지음],킨더랜드,유 808.9-픽처북킨-v.3,9788956182759 
BN0000012837,언제나 만날 수 있어 ,키쿠다 마리코 글·그림 ; 최혜정 옮김,고래가숨쉬는도서관,유 833.8-키쿠다언,9788997165728 
BN0000012789,그냥 베티 : 이선주 장편동화 ,이선주 지음 ; 신진호 그림,책읽는곰,아 808.9-큰곰자책-v.47,9791158361419 
BN0000012779,행운이와 오복이 ,김중미 글 ; 한지선 그림,책읽는곰,아 808.9-큰곰자책-v.37,9791158360771 
BN0000012766,배가 된 도서관 ,플로랑스 티나르 글 ; 이노루 그림 ; 김희정 옮김,책읽는곰,아 808.9-큰곰자책-v.22,9791158360115 
BN0000012763,케빈의 고장난 거짓말 ,게리 폴슨 글 ; 정영수 옮김 ; 김영진 그림,책읽는곰,아 808.9-큰곰자책-v.19,9791158360016 
BN0000012756,파란집의 수상한 이웃들 ,오사 린드 글 ; 이상희 옮김 ; 조원희 그림,책읽는곰,아 808.9-큰곰자책-v.11,9788993242942 
BN0000012730,나의 길을 달릴래! ,아니 제 글 ; 아리안느 델리외 그림 ; 김영신 옮김,그린애플,"아 863-제,쾌-v.2",9791192527208 
BN0000012724,무지개빌라 302호 은재와 보리 ,전정임 글 ; 강혜영 그림,안녕로빈,아 527.418-전정임무,9791191942361 
